locus_tag,gene_name,start,end,strand,gene_product,uniprot,COG,KEGG_ko
SACI_RS07045,SACI_RS07045,1255572,1256459,+,cysteine synthase family protein,A0A0U3GPX6,E,"K01738,ko:K10150"
SACI_RS07050,SACI_RS07050,1256654,1257328,+,hypothetical protein,A0A0U3GLD7,T,
SACI_RS07055,moaA,1257537,1258478,+,GTP 3'%2C8-cyclase MoaA,A0A0U3GZ31,H,K03639
SACI_RS07060,SACI_RS07060,1258456,1259553,+,aminopeptidase P family protein,A0A0U3FUS5,E,K01271
SACI_RS07065,folE,1259620,1260249,+,GTP cyclohydrolase I FolE,A0A0U2VZN7,H,K01495
SACI_RS07070,SACI_RS07070,1260273,1261175,+,MarR family transcriptional regulator,A0A0U2Y682,K,
SACI_RS07075,glnA,1261179,1262600,-,type I glutamate--ammonia ligase,A0A0U2WW46,E,K01915
SACI_RS07080,SACI_RS07080,1262708,1263322,-,ABC transporter ATP-binding protein,F2Z652,P,
SACI_RS07085,SACI_RS07085,1263309,1263734,-,thiol reductase thioredoxin,A0A0U3FTD3,O,K03671
SACI_RS07090,SACI_RS07090,1263956,1264825,+,hypothetical protein,A0A0U2NDF6,S,
SACI_RS07095,SACI_RS07095,1264810,1265859,+,RsmB/NOP family class I SAM-dependent RNA methyltransferase,A0A0U3FRG3,J,K03500
SACI_RS07100,SACI_RS07100,1265859,1266368,+,hypothetical protein,A0A0U3FL55,S,
SACI_RS07105,SACI_RS07105,1266365,1267336,+,radical SAM protein,A0A0U3FD21,P,
SACI_RS07110,SACI_RS07110,1267333,1268196,-,tyrosine-type recombinase/integrase,A0A0U3FJ87,L,K04763
SACI_RS07115,SACI_RS07115,1268394,1269269,-,hypothetical protein,A0A0U3FAZ9,S,
SACI_RS07120,SACI_RS07120,1269327,1269986,+,hypothetical protein,Q4J8S8,X,
SACI_RS07125,SACI_RS07125,1270248,1272275,+,hypothetical protein,Q4J8S5,X,
SACI_RS07130,SACI_RS07130,1272319,1273728,+,type II/IV secretion system ATPase subunit,A0A0U3GLC1,N,K07332
SACI_RS07135,SACI_RS07135,1273709,1275175,+,hypothetical protein,A0A0U2W1U4,N,
SACI_RS07140,SACI_RS07140,1275200,1275631,+,hypothetical protein,A0A0U3FUR0,X,
SACI_RS11670,SACI_RS11670,1275637,1276026,+,hypothetical protein,M1IRR9,X,
SACI_RS07145,SACI_RS07145,1276079,1276756,+,endonuclease III,A0A0U2VZM1,L,
SACI_RS07150,SACI_RS07150,1276832,1277431,+,ParB N-terminal domain-containing protein,A0A0U3FSN6,K,
SACI_RS07155,SACI_RS07155,1277422,1278816,+,glycosyltransferase family 2 protein,A0A0U2WW27,M,
SACI_RS07160,SACI_RS07160,1278857,1281487,+,ATP-dependent helicase,A0A0U3H801,L,K03724
SACI_RS11675,SACI_RS11675,1281398,1281730,-,hypothetical protein,A0A0U3FTB7,H,
SACI_RS07165,SACI_RS07165,1281727,1282629,-,CBS domain-containing protein,A0A0U2NDE8,K,K07744
SACI_RS07170,SACI_RS07170,1282669,1283355,-,DUF2192 domain-containing protein,A0A0U3HJG5,S,
SACI_RS07175,SACI_RS07175,1283410,1283802,+,hypothetical protein,A0A0U2NC14,X,
SACI_RS07180,SACI_RS07180,1283789,1284115,-,helix-turn-helix transcriptional regulator,A0A0U3HHN3,K,
SACI_RS07185,SACI_RS07185,1284170,1285051,+,alcohol dehydrogenase,A0A0U3GQP5,C,
SACI_RS07190,SACI_RS07190,1285035,1286234,-,PLP-dependent aminotransferase family protein,A0A0U3FAY1,K,K05825
SACI_RS07195,SACI_RS07195,1286281,1287075,+,nicotinamide mononucleotide deamidase-related protein,A0A0U3GNL0,S,
SACI_RS07200,SACI_RS07200,1287046,1287780,-,alpha/beta hydrolase,UPI0009B5A02C,S,
SACI_RS07205,SACI_RS07205,1287829,1289457,-,phenylalanine--tRNA ligase subunit beta,A0A0U3GLA6,J,K01890
SACI_RS07210,SACI_RS07210,1289460,1290857,-,phenylalanine--tRNA ligase subunit alpha,A0A0U2W1T2,J,K01889
SACI_RS07215,SACI_RS07215,1290859,1291542,-,metal-dependent hydrolase,A0A0U3FUP4,S,
SACI_RS07220,SACI_RS07220,1291595,1292494,+,type II methionyl aminopeptidase,A0A0U2VZK5,E,K01265
SACI_RS07225,SACI_RS07225,1292540,1293676,+,DUF1512 domain-containing protein,A0A0U2Y642,S,
SACI_RS07230,SACI_RS07230,1293673,1293873,+,hypothetical protein,A0A0U3H805,M,
SACI_RS07240,SACI_RS07240,1294081,1295283,+,HD domain-containing protein,A0A0U3H7Y6,S,K06885
SACI_RS07245,SACI_RS07245,1295280,1295963,+,phosphoglycolate phosphatase,A0A0U3FTA6,G,K22223
SACI_RS07250,SACI_RS07250,1295956,1297659,+,glutamate--tRNA ligase,A0A0U2NDD4,J,K01885
SACI_RS07255,SACI_RS07255,1297720,1298100,+,50S ribosomal protein L7ae,UPI0000552637,J,K02936
SACI_RS07260,SACI_RS07260,1298699,1300150,+,MFS transporter,A0A0U2NC07,G,
SACI_RS11680,SACI_RS11680,1300388,1300600,-,integrase,,S,
SACI_RS07270,SACI_RS07270,1300761,1302815,-,winged helix-turn-helix transcriptional regulator,M1IRV1,X,
SACI_RS07275,SACI_RS07275,1302812,1303165,-,hypothetical protein,M1I5S6,X,
SACI_RS07280,SACI_RS07280,1303143,1303466,-,sigma-70 family RNA polymerase sigma factor,M1IVY1,X,
SACI_RS07285,SACI_RS07285,1303579,1303893,-,hypothetical protein,M1IDQ1,X,
SACI_RS11860,SACI_RS11860,1303973,1304149,+,hypothetical protein,UPI000055263D,X,
SACI_RS07290,SACI_RS07290,1304369,1304752,+,hypothetical protein,M1IW88,X,
SACI_RS07295,SACI_RS07295,1304997,1305188,+,hypothetical protein,M1IRV6,X,
SACI_RS07300,SACI_RS07300,1305203,1306027,-,integrase,UPI000B5A97B4,S,
SACI_RS07305,SACI_RS07305,1306283,1307311,+,tyrosine-type recombinase/integrase,,L,
SACI_RS07310,SACI_RS07310,1307366,1309288,+,thermopsin family protease,A0A0U3FCZ2,E,K01385
SACI_RS07315,SACI_RS07315,1309569,1310951,-,hypothetical protein,A0A0U3FJ46,X,
SACI_RS07320,SACI_RS07320,1310948,1311667,-,ABC transporter ATP-binding protein,A0A0U3FAW2,V,K01990
SACI_RS07325,SACI_RS07325,1311882,1314512,+,DNA-directed DNA polymerase I,A0A0U3GNI5,L,K02319
SACI_RS07330,SACI_RS07330,1314559,1315002,-,DUF2286 domain-containing protein,A0A0U3GPT8,S,
SACI_RS07335,SACI_RS07335,1314999,1315484,-,50S ribosomal protein L11 methyltransferase,A0A0U3H6V4,Q,
SACI_RS07340,SACI_RS07340,1315504,1315824,-,hypothetical protein,A0A0U3GL91,X,
SACI_RS07345,SACI_RS07345,1315869,1316447,+,CDP-alcohol phosphatidyltransferase family protein,A0A0U3GYY3,I,K17884
SACI_RS07350,priL,1316440,1317372,-,DNA primase regulatory subunit PriL,A0A0U3FUN1,L,K18882
SACI_RS07355,SACI_RS07355,1317411,1319126,+,methionine--tRNA ligase,A0A0U2WXZ7,J,K01874
SACI_RS07360,SACI_RS07360,1319118,1321223,-,V-type ATP synthase subunit I,UPI0009B5BFD8,C,K02123
SACI_RS07365,SACI_RS07365,1321293,1321595,+,ATP synthase subunit F,A0A0U3H7Z4,C,K02122
SACI_RS07370,SACI_RS07370,1321601,1322179,+,hypothetical protein,A0A0U2Y410,C,K02121
SACI_RS07375,SACI_RS07375,1322182,1323960,+,ATP synthase subunit A,A0A0U3H5V3,C,K02117
SACI_RS07380,SACI_RS07380,1323972,1325363,+,V-type ATP synthase subunit B,A0A0U3FS82,C,K02118
SACI_RS07385,SACI_RS07385,1325360,1325989,+,V-type ATP synthase subunit D,A0A0U3H5W8,C,K02120
SACI_RS07390,SACI_RS07390,1325994,1326155,+,hypothetical protein,A0A0U3HJE7,F,
SACI_RS07395,SACI_RS07395,1326169,1326474,+,ATP synthase subunit K,A0A0U3FKZ7,C,K02124
SACI_RS07400,SACI_RS07400,1326536,1327987,+,proline--tRNA ligase,A0A0U3FCX2,J,K01881
SACI_RS07405,SACI_RS07405,1328024,1328311,+,30S ribosomal protein S26e,A0A0U3GQL1,J,K02976
SACI_RS07410,pdxS,1328343,1329353,+,pyridoxal 5'-phosphate synthase lyase subunit PdxS,A0A0U3GRT7,H,K06215
SACI_RS07415,pdxT,1329355,1329957,+,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,A0A0U2NCM6,H,K08681
SACI_RS07420,cpaF,1330004,1331536,+,Flp pilus assembly complex ATPase component TadA,A0A0U3H0V8,V,K06865
SACI_RS07425,SACI_RS07425,1331529,1331978,-,Holliday junction DNA helicase,A0A0U3GPS1,L,K03552
SACI_RS07430,ilvC,1331979,1332977,-,ketol-acid reductoisomerase,A0A0U3H6N8,E,K00053
SACI_RS07435,SACI_RS07435,1332958,1333353,-,hypothetical protein,A0A0U3FUK9,X,
SACI_RS07440,SACI_RS07440,1333331,1335049,-,acetolactate synthase large subunit,A0A0U3GJG7,E,K01652
SACI_RS07445,SACI_RS07445,1335202,1335735,-,magnesium-dependent phosphatase-1,A0A0U2VZH8,S,
SACI_RS07450,rsgA,1335732,1336511,-,50S ribosome-binding GTPase,A0A0U3FSJ8,S,
SACI_RS07455,SACI_RS07455,1336547,1337497,+,hypothetical protein,A0A0U2WVY9,X,
SACI_RS07460,ubiA,1337486,1338313,-,UbiA family prenyltransferase,A0A0U2Y3Z2,H,K17105
SACI_RS07465,SACI_RS07465,1338357,1338569,+,hypothetical protein,A0A0U2NDA9,X,
SACI_RS07470,SACI_RS07470,1338528,1339409,-,hypothetical protein,A0A0U3HJE1,C,
SACI_RS07475,speD,1339460,1339825,-,adenosylmethionine decarboxylase,A0A0U3FKX9,E,K01611
SACI_RS07480,SACI_RS07480,1340025,1340339,+,DUF211 domain-containing protein,A0A0U3FCV2,S,K09732
SACI_RS07485,SACI_RS07485,1340336,1341298,+,TIGR00269 family protein,A0A0U3GQI7,D,
SACI_RS07490,SACI_RS07490,1341274,1341807,-,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,A0A0U3GRS5,H,K00798
SACI_RS07495,leuS,1341898,1344720,+,leucine--tRNA ligase,UPI0009B5AF6D,J,K01869
SACI_RS07500,SACI_RS07500,1344688,1345335,-,hypothetical protein,A0A0U3H0U5,X,
SACI_RS07505,hisC,1345342,1346424,+,histidinol-phosphate transaminase,A0A0U3GPQ1,E,K00817
SACI_RS07510,SACI_RS07510,1346405,1347262,+,ATP phosphoribosyltransferase,A0A0U3H6M3,E,K00765
SACI_RS07515,SACI_RS07515,1347262,1347942,+,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,A0A0U3FUJ6,E,K01814
SACI_RS07520,hisBd,1347935,1348516,+,imidazoleglycerol-phosphate dehydratase,A0A0U3GJE4,E,K01693
SACI_RS07525,hisF,1348513,1349262,+,imidazole glycerol phosphate synthase subunit HisF,A0A0U2Y5Z9,E,K02500
SACI_RS07530,hisD,1349259,1350440,+,histidinol dehydrogenase,A0A0U3H7V9,E,K00013
SACI_RS07535,hisE,1350433,1350720,+,phosphoribosyl-ATP diphosphatase,A0A0U3H7U1,E,K01523
SACI_RS07540,hisH,1350717,1351316,+,imidazole glycerol phosphate synthase subunit HisH,A0A0U3FT60,E,K02501
SACI_RS07545,hisI,1351316,1351675,+,phosphoribosyl-AMP cyclohydrolase,A0A0U3H5S2,E,K01496
SACI_RS07550,SACI_RS07550,1351726,1352130,+,metal-sulfur cluster assembly factor,A0A0U3HIF8,S,
SACI_RS07555,serS,1352156,1353532,+,serine--tRNA ligase,A0A0U3H5T4,J,K01875
SACI_RS07560,SACI_RS07560,1353522,1354991,-,B12-binding domain-containing radical SAM protein,A0A0U3FCU2,C,
SACI_RS07565,SACI_RS07565,1355088,1355330,-,hypothetical protein,F2Z6C4,X,
SACI_RS07570,SACI_RS07570,1355464,1355763,-,DNA-directed RNA polymerase subunit M,F2Z6H0,K,K03057
SACI_RS07575,SACI_RS07575,1355830,1356297,-,Lrp/AsnC family transcriptional regulator,F2Z5Y7,K,K03718
SACI_RS07580,SACI_RS07580,1356358,1356969,-,MarC family protein,A0A0U3FAR6,U,K05595
SACI_RS07585,SACI_RS07585,1356966,1357274,-,hypothetical protein,F2Z692,X,
SACI_RS07590,SACI_RS07590,1357246,1357557,-,hypothetical protein,F2Z6E5,X,
SACI_RS07595,SACI_RS07595,1357554,1358429,-,dihydroorotate dehydrogenase,A0A0U3FUI7,F,"K00226,ko:K17828"
SACI_RS07600,SACI_RS07600,1358407,1359576,-,dihydroorotase,A0A0U2WXV1,F,K01465
SACI_RS07605,SACI_RS07605,1359548,1360171,-,hypothetical protein,A0A0U3GJC7,C,
SACI_RS07610,SACI_RS07610,1360168,1360674,-,aspartate carbamoyltransferase regulatory subunit,UPI0002B2982F,F,K00610
SACI_RS07615,pyrB,1360664,1361563,-,aspartate carbamoyltransferase,A0A0U3FSG7,F,K00609
SACI_RS07620,SACI_RS07620,1361635,1362228,+,orotate phosphoribosyltransferase,A0A0U3FT43,F,K00762
SACI_RS07625,SACI_RS07625,1362215,1362874,+,orotidine 5'-phosphate decarboxylase,F2Z6G3,F,K01591
SACI_RS07630,SACI_RS07630,1362849,1363505,+,hypothetical protein,A0A0U3HJC7,X,
SACI_RS07635,SACI_RS07635,1363489,1364499,-,phosphate uptake regulator PhoU,A0A0U3H5S0,K,
SACI_RS07640,SACI_RS07640,1364522,1365031,-,hypothetical protein,A0A0U3FR67,N,
SACI_RS07645,SACI_RS07645,1365256,1365660,-,hypothetical protein,A0A0U2NBW5,X,
SACI_RS07650,SACI_RS07650,1365681,1366313,+,hypothetical protein,A0A0U3HHG1,J,K15450
SACI_RS07655,SACI_RS07655,1366236,1366871,-,7-carboxy-7-deazaguanine synthase QueE,A0A0U3H8M9,H,K10026
SACI_RS07660,SACI_RS07660,1366852,1367841,-,50S ribosome-binding GTPase,A0A0U3FAQ2,S,K06943
SACI_RS07665,metG,1367835,1368176,-,methionine--tRNA ligase subunit beta,A0A0U3GL27,J,K06878
SACI_RS07670,SACI_RS07670,1368285,1368992,+,phosphoribosylaminoimidazolesuccinocarboxamide synthase,A0A0U3GPL6,F,K01923
SACI_RS07675,purS,1368989,1369267,+,phosphoribosylformylglycinamidine synthase subunit PurS,A0A0U3H6I0,F,
SACI_RS07680,purQ,1369248,1369928,+,phosphoribosylformylglycinamidine synthase I,A0A0U2WXT4,F,K01952
SACI_RS07685,purL,1369918,1372050,+,phosphoribosylformylglycinamidine synthase subunit PurL,A0A0U2Y5V4,F,K01952
SACI_RS07690,purF,1372043,1373377,+,amidophosphoribosyltransferase,A0A0U3H7S7,F,K00764
SACI_RS07695,SACI_RS07695,1373383,1374597,+,amidophosphoribosyltransferase,A0A0U3HDH6,F,K00764
SACI_RS07700,SACI_RS07700,1374603,1376039,+,phosphoribosylamine--glycine ligase,A0A0U3FBU2,F,K01945
SACI_RS07705,SACI_RS07705,1376033,1376998,+,phosphoribosylformylglycinamidine cyclo-ligase,A0A0U3H7R2,F,K01933
SACI_RS07710,SACI_RS07710,1377054,1377500,+,hypothetical protein,A0A0U3GPJ7,X,
SACI_RS07715,SACI_RS07715,1377603,1377761,+,hypothetical protein,A0A0U3FSE5,D,
SACI_RS07720,SACI_RS07720,1377839,1379014,+,argininosuccinate synthase,A0A0U2WVT6,E,K01940
SACI_RS07725,argH,1379015,1380358,+,argininosuccinate lyase,A0A0U2Y3V1,E,K01755
SACI_RS07730,SACI_RS07730,1380339,1381454,+,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,A0A0U3FKU8,F,K01956
SACI_RS07735,carB,1381447,1384605,+,carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit,A0A0U3FCR2,F,K01955
SACI_RS07740,lysX,1384602,1385450,+,lysine biosynthesis protein LysX,A0A0U3GQD8,H,"K05827,ko:K19412"
SACI_RS07745,SACI_RS07745,1385438,1386025,-,haloacid dehalogenase,A0A0U3GRM6,J,K07477
SACI_RS07750,SACI_RS07750,1386119,1387081,+,3-hydroxyacyl-CoA dehydrogenase family protein,A0A0U3HHE6,I,K15039
SACI_RS07755,SACI_RS07755,1387132,1387698,-,cupin domain-containing protein,A0A0U3H0Q0,Q,
SACI_RS07760,SACI_RS07760,1387739,1387924,+,hypothetical protein,A0A0U3FAN7,X,
SACI_RS07765,SACI_RS07765,1387921,1388493,-,membrane protein,A0A0U2W1H7,S,
SACI_RS07770,SACI_RS07770,1388545,1388934,+,hypothetical protein,A0A0U3FUG8,X,
SACI_RS07775,SACI_RS07775,1389018,1389506,+,adenosine-specific kinase,A0A0U2WXR7,L,K09129
SACI_RS11685,SACI_RS11685,1389435,1389803,-,DUF309 domain-containing protein,UPI0000552692,S,
SACI_RS07780,SACI_RS07780,1389910,1390257,+,hypothetical protein,M1I668,X,
SACI_RS07785,amrS,1390290,1391345,+,AmmeMemoRadiSam system radical SAM enzyme,A0A0U3GJA3,C,K04069
SACI_RS07790,SACI_RS07790,1391348,1392142,-,enoyl-CoA hydratase/isomerase family protein,UPI0002B275E7,I,K15019
SACI_RS07795,SACI_RS07795,1392205,1392756,+,hypothetical protein,A0A0U3FSC9,X,
SACI_RS07800,SACI_RS07800,1392830,1393687,+,protoheme IX farnesyltransferase,A0A0U2WVS2,H,K02257
SACI_RS07805,SACI_RS07805,1393916,1394701,-,homoserine dehydrogenase,UPI0000552698,E,K00003
SACI_RS07810,SACI_RS07810,1394827,1395495,-,hypothetical protein,A0A0U3FKS9,S,
SACI_RS07815,SACI_RS07815,1395573,1396919,+,TldD/PmbA family protein,A0A0U3FCP8,L,K03568
SACI_RS07820,SACI_RS07820,1396912,1398159,+,TldD/PmbA family protein,A0A0U3GQC3,S,K03592
SACI_RS07825,SACI_RS07825,1398196,1398630,+,universal stress protein,A0A0U2NBU3,T,
SACI_RS07830,SACI_RS07830,1398616,1399308,-,biotin--[acetyl-CoA-carboxylase] ligase,A0A0U3HHD5,H,K03524
SACI_RS07835,SACI_RS07835,1399295,1400353,-,threonylcarbamoyl-AMP synthase,A0A0U3FIV4,J,K07566
SACI_RS07840,SACI_RS07840,1400559,1401074,+,NADH-quinone oxidoreductase subunit B,A0A0U3GKZ6,C,K00331
SACI_RS07845,SACI_RS07845,1401092,1402240,+,M20 family metallopeptidase,A0A0U2W1G2,E,K01439
SACI_RS07850,SACI_RS07850,1402260,1403324,-,VIT1/CCC1 transporter family protein,A0A0U3FUE8,S,
SACI_RS07855,SACI_RS07855,1403358,1404770,-,MFS transporter,A0A0U3H6E6,G,
SACI_RS07860,pyk,1405056,1406381,-,pyruvate kinase,A0A0U2Y5S2,G,K00873
SACI_RS07865,SACI_RS07865,1406374,1406853,-,DUF2299 domain-containing protein,A0A0U3GJ83,S,
SACI_RS07870,SACI_RS07870,1406898,1407221,-,hypothetical protein,A0A0U3H7L9,X,
SACI_RS07875,SACI_RS07875,1407297,1407878,-,class I SAM-dependent methyltransferase,A0A0U3FSB5,Q,
SACI_RS07880,SACI_RS07880,1407917,1408123,+,MoaD/ThiS family protein,A0A0U2WVR1,H,
SACI_RS07885,SACI_RS07885,1408116,1408796,+,hypothetical protein,A0A0U2Y3S2,X,
SACI_RS07890,SACI_RS07890,1408793,1409896,+,FAD-binding oxidoreductase,A0A0U3FKR8,C,K17851
SACI_RS07895,SACI_RS07895,1409903,1410424,+,DUF1955 domain-containing protein,A0A0U3FCN2,K,
SACI_RS07900,SACI_RS07900,1410429,1411865,-,DUF790 family protein,A0A0U3GQB3,L,K09744
SACI_RS07905,SACI_RS07905,1411899,1413230,+,DEAD/DEAH box helicase family protein,A0A0U3GRL6,K,
SACI_RS07910,SACI_RS07910,1413342,1414172,+,winged helix-turn-helix transcriptional regulator,A0A0U3GQS5,K,
SACI_RS07915,SACI_RS07915,1414159,1414671,-,hypothetical protein,A0A0U3H7P7,X,
SACI_RS07920,SACI_RS07920,1414671,1415075,-,hypothetical protein,A0A0U3HHB5,X,
SACI_RS07925,SACI_RS07925,1415113,1416585,-,carboxypeptidase M32,A0A0U3H0L8,O,K01299
SACI_RS07930,SACI_RS07930,1416680,1420138,+,MMPL family transporter,A0A0U3GKX1,L,K06994
SACI_RS07935,SACI_RS07935,1420122,1420727,-,class I SAM-dependent methyltransferase,A0A0U2W1E0,Q,
SACI_RS07940,SACI_RS07940,1420769,1422247,+,AarF/ABC1/UbiB kinase family protein,A0A0U3FUD4,S,
SACI_RS07945,SACI_RS07945,1422278,1422658,-,Hsp20/alpha crystallin family protein,A0A0U3H6D0,O,
SACI_RS07950,SACI_RS07950,1422783,1423643,+,(Fe-S)-binding protein,A0A0U2Y5Q2,C,
SACI_RS07955,SACI_RS07955,1423643,1424809,+,lactate utilization protein,A0A0U3GJ74,C,K00782
SACI_RS07960,SACI_RS07960,1424856,1426610,-,hypothetical protein,A0A0U2VZ71,X,
SACI_RS07965,SACI_RS07965,1426884,1428551,+,MFS transporter,A0A0U3FS95,G,
SACI_RS07970,SACI_RS07970,1428490,1428912,+,winged helix DNA-binding protein,A0A0U2ND46,K,
SACI_RS07975,SACI_RS07975,1429280,1430254,+,hypothetical protein,A0A0U3HJ48,X,
SACI_RS07980,SACI_RS07980,1430325,1430801,+,deoxycytidine triphosphate deaminase,A0A0U3FKQ7,F,
SACI_RS07985,SACI_RS07985,1430819,1431358,-,hypothetical protein,A0A0U3H5K9,X,
SACI_RS07990,SACI_RS07990,1431490,1432317,+,SMP-30/gluconolactonase/LRE family protein,A0A0U3GQA1,G,
SACI_RS07995,SACI_RS07995,1432438,1433226,-,M48 family metalloprotease,A0A0U2NBP4,C,
SACI_RS08000,SACI_RS08000,1433740,1434384,+,hypothetical protein,A0A0U3GZU6,O,
SACI_RS08005,SACI_RS08005,1434419,1435297,+,tRNA methyltransferase,A0A0U3H8G6,S,K15566
SACI_RS08010,SACI_RS08010,1435511,1436146,+,hypothetical protein,A0A0U3H0K0,O,
SACI_RS08015,SACI_RS08015,1436333,1438090,+,S9 family peptidase,A0A0U3GKV5,E,K01303
SACI_RS08020,SACI_RS08020,1438539,1439069,+,hypothetical protein,A0A0U2W1C7,X,
SACI_RS11690,SACI_RS11690,1440169,1440450,-,hypothetical protein,UPI0002B2670A,X,
SACI_RS11695,SACI_RS11695,1440431,1440871,+,hypothetical protein,UPI0009B599FC,X,
SACI_RS08030,SACI_RS08030,1440945,1441511,-,hypothetical protein,A0A0U2WXL7,X,
SACI_RS08035,SACI_RS08035,1441593,1442975,+,hypothetical protein,A0A0U2Y5P0,X,
SACI_RS08040,SACI_RS08040,1443061,1443315,-,hypothetical protein,A0A0U3GYK6,X,
SACI_RS08045,SACI_RS08045,1443499,1444839,+,hypothetical protein,A0A0U3GJ62,X,
SACI_RS08050,SACI_RS08050,1444832,1446238,+,hypothetical protein,A0A0U3HCM6,X,
SACI_RS08055,SACI_RS08055,1446235,1446705,+,hypothetical protein,A0A0U2VZ61,X,
SACI_RS08060,SACI_RS08060,1446821,1447354,-,DUF998 domain-containing protein,A0A0U3FS87,S,
SACI_RS08065,SACI_RS08065,1447463,1448230,+,hypothetical protein,A0A0U2WVM8,X,
SACI_RS08070,SACI_RS08070,1448374,1449369,-,zinc-binding dehydrogenase,A0A0U3FSX1,C,
SACI_RS08075,SACI_RS08075,1449390,1450328,-,dipeptidase,A0A0U2ND33,E,K01273
SACI_RS08080,SACI_RS08080,1450416,1450697,+,cation transporter,A0A0U3H5I8,S,
SACI_RS08085,SACI_RS08085,1451041,1451967,+,sodium:calcium antiporter,A0A0U3FQV1,P,
SACI_RS08090,SACI_RS08090,1452064,1453305,+,serine/threonine protein kinase,A0A0U2NBN4,K,K12132
SACI_RS08095,SACI_RS08095,1453605,1453901,+,hypothetical protein,A0A0U3GQ84,X,
SACI_RS08100,SACI_RS08100,1453898,1454347,+,hypothetical protein,A0A0U3GRH9,X,
SACI_RS08105,SACI_RS08105,1454540,1455670,-,OFA family MFS transporter,A0A0U3H8F4,G,
SACI_RS08110,SACI_RS08110,1455694,1456410,-,ABC transporter permease,UPI00005526D1,V,K01992
SACI_RS08115,SACI_RS08115,1456391,1457242,-,ABC transporter ATP-binding protein,A0A0U3FAI1,V,K01990
SACI_RS08120,SACI_RS08120,1457389,1458834,-,aldehyde dehydrogenase family protein,A0A0U3GN45,C,
SACI_RS08125,SACI_RS08125,1459196,1460647,-,NCS2 family permease,A0A0U3H7F8,F,K06901
SACI_RS08130,SACI_RS08130,1460943,1461908,-,FAD-dependent oxidoreductase,A0A0U3FST3,C,
SACI_RS08135,SACI_RS08135,1462257,1463306,+,glucose-1-phosphate thymidylyltransferase,A0A0U3GYJ6,M,K00973
SACI_RS08140,SACI_RS08140,1463323,1464252,+,dTDP-glucose 4%2C6-dehydratase,A0A0U3HIZ9,M,K01710
SACI_RS08145,SACI_RS08145,1464246,1465094,+,NAD(P)-dependent oxidoreductase,A0A0U2VZ11,M,
SACI_RS08150,rfbC,1465078,1465632,+,dTDP-4-dehydrorhamnose 3%2C5-epimerase,A0A0U3FS28,M,K01790
SACI_RS08155,SACI_RS08155,1465796,1466929,+,extracellular solute-binding protein,A0A0U2WVL9,P,K15495
SACI_RS08160,merA,1467050,1468414,-,mercury(II) reductase,A0A0U3GWM1,C,K00520
SACI_RS11700,SACI_RS11700,1468477,1468635,-,TRASH domain-containing protein,UPI00005526DC,S,
SACI_RS08165,SACI_RS08165,1468737,1469135,+,helix-turn-helix transcriptional regulator,A0A0U3GRF0,K,
SACI_RS08170,SACI_RS08170,1469148,1470911,-,chloride channel protein,A0A0U3H5G0,P,K03281
SACI_RS08175,SACI_RS08175,1471109,1471708,-,hypothetical protein,A0A0U3HDG2,X,
SACI_RS08180,SACI_RS08180,1471924,1473096,+,acyl-CoA/acyl-ACP dehydrogenase,A0A0U3H0F1,I,
SACI_RS08185,SACI_RS08185,1473212,1474234,-,thermopsin family protease,A0A0U3H5H2,S,
SACI_RS08190,ilvD,1474337,1476022,-,dihydroxy-acid dehydratase,A0A0U2W188,E,K01687
SACI_RS08195,SACI_RS08195,1476205,1476405,+,hypothetical protein,A0A0U3FU74,X,
SACI_RS08200,SACI_RS08200,1476378,1476938,+,hypothetical protein,A0A0U3HH64,S,
SACI_RS08205,SACI_RS08205,1477012,1477200,-,hypothetical protein,A0A0U2Y5I1,X,
SACI_RS08210,SACI_RS08210,1477513,1478295,+,dienelactone hydrolase family protein,A0A0U3H7F5,Q,K01061
SACI_RS08215,SACI_RS08215,1478427,1479092,-,DUF72 domain-containing protein,A0A0U3H7D5,S,
SACI_RS08220,SACI_RS08220,1479253,1479699,+,ribonuclease HI family protein,A0A0U3GPC5,L,K03469
SACI_RS08225,SACI_RS08225,1479782,1480342,+,flavin reductase family protein,A0A0U2ND03,S,
SACI_RS08230,SACI_RS08230,1480533,1481465,+,hypothetical protein,Q4J848,P,
SACI_RS08235,SACI_RS08235,1481661,1483142,+,M61 family metallopeptidase,A0A0U3GJ32,S,
SACI_RS08240,SACI_RS08240,1483332,1484771,+,MFS transporter,A0A0U3FCF6,P,
SACI_RS08245,SACI_RS08245,1484925,1485914,-,CoA transferase,A0A0U3GQ38,C,
SACI_RS08250,SACI_RS08250,1486105,1486923,-,DUF1028 domain-containing protein,A0A0U2WVL2,S,
SACI_RS08255,SACI_RS08255,1487018,1488148,+,thiolase family protein,A0A0U3H895,I,"K00626,ko:K00632"
SACI_RS08260,SACI_RS08260,1488145,1488414,+,hypothetical protein,A0A0U3H5E3,I,
SACI_RS08265,SACI_RS08265,1488423,1489223,-,hypothetical protein,A0A0U3GKP7,X,
SACI_RS08270,SACI_RS08270,1489298,1490629,-,MFS transporter,A0A0U2W175,E,
